Reviewer,Paper,Year,Continent,Country,Region,Latitude,Longitude,System,Sentinel Species,Taxonomy,Specific Taxonomy,Revised Taxnomy,Trophic Position,Body Size (kg),Diet Niche Breadth,Ecto vs. Endotherm?,Type of Indicator,Connection? A or B?,Evidence for C?,Ecosystem Component,Ecosystem Category,Environmental Change,Environmental Category,Sentinel Response,Sampling Method,Scale of Change,Description,Why a Good Sentinel?,Vote Counting,Value,Sample Size,,,,,,,,,,,,,,,,,
LW,Welsh and Ollivier 1998,1998,North America,USA,California,41.3233,-124.0277,Freshwater,tailed frog,Amphibian,Ascaphidae,Frogs,Secondary Consumer,NA,Generalist,Ectotherm,Elucidating,B,Referenced,Unspecified,NA,stream condition,Terrestrial Habitat,abundance,Population,Spatial,indicator density in streams unimpacted by sediment infusion,highly philopatric and long-lived; exist in relatively stable populations,1,,179,,,,,,,,,,,,,,,,,
LW,Welsh and Ollivier 1998,1998,North America,USA,California,41.3233,-124.0277,Freshwater,southern torrent salamander,Amphibian,salamander,Salamanders,Secondary Consumer,NA,Generalist,Ectotherm,Elucidating,B,Referenced,Unspecified,NA,stream condition,Terrestrial Habitat,abundance,Population,Spatial,indicator density in streams unimpacted by sediment infusion,highly philopatric and long-lived; exist in relatively stable populations,1,,179,,,,,,,,,,,,,,,,,
LW,Fujisaki et al. 2012,2012,North America,USA,Everglades,25.6532,-80.6985,Freshwater,american alligator,Reptile,Crocodylia,Crocodilia,Secondary Consumer,62,Generalist,Ectotherm,Elucidating,B,NA,Unspecified,NA,habitat quality,Terrestrial Habitat,abundance,Population,Years,positive relationship between wetland quality and abundance of alligator holes,has important role in shaping wetland systems,1,NA,3,,,,,,,,,,,,,,,,,
LW,Fujisaki et al. 2012,2012,North America,USA,Everglades,25.6532,-80.6985,Freshwater,american alligator,Reptile,Crocodylia,Crocodilia,Secondary Consumer,62,Generalist,Ectotherm,Elucidating,B,NA,Unspecified,NA,habitat quality,Terrestrial Habitat,occupancy,Space-Use,Years,positive relationship between wetland quality and alligator hole occupancy,has important role in shaping wetland systems,1,NA,3,,,,,,,,,,,,,,,,,
LW,Zador et al. 2013,2013,North America,USA,Bering Sea,57.1803,-170.2724,Marine,"black- and red-legged kittiwakes, common- and thick-billed murres, and red-faced cormorants",Bird,seabird,Seabirds,Secondary Consumer,NA,Generalist,Endotherm,Leading,B,Referenced,Unspecified,NA,SST,Ocean Temp,reproductive success,Reproduction,Years,Warmer SST correlated with delayed and lower seabird reproductive performance,indicators document lagged effects of environmental conditions,1,NA,15,,,,,,,,,,,,,,,,,
LW,Zador et al. 2013,2013,North America,USA,Bering Sea,57.1803,-170.2724,Marine,"black- and red-legged kittiwakes, common- and thick-billed murres, and red-faced cormorants",Bird,seabird,Seabirds,Secondary Consumer,NA,Generalist,Endotherm,Leading,B,Referenced,Unspecified,NA,wind mixing,Ocean Habitat,reproductive success,Reproduction,Years,Greater wind mixing correlated with delayed and lower seabird reproductive performance,indicators document lagged effects of environmental conditions,1,NA,15,,,,,,,,,,,,,,,,,
LW,Zador et al. 2013,2013,North America,USA,Bering Sea,57.1803,-170.2724,Marine,"black- and red-legged kittiwakes, common- and thick-billed murres, and red-faced cormorants",Bird,seabird,Seabirds,Secondary Consumer,NA,Generalist,Endotherm,Leading,B,Referenced,Unspecified,NA,stratification,Ocean Habitat,reproductive success,Reproduction,Years,Higher water column stratification correlated with delayed and lower seabird reproductive performance,indicators document lagged effects of environmental conditions,1,NA,15,,,,,,,,,,,,,,,,,
LW,Zador et al. 2013,2013,North America,USA,Bering Sea,57.1803,-170.2724,Marine,black- and red-legged kittiwakes,Bird,seabird,Seabirds,Secondary Consumer,NA,Generalist,Endotherm,Leading,A,Referenced,prey abundance,Prey,Unspecified,NA,reproductive success,Reproduction,Years,Higher local pollock abundance linked to higher kitti- wake productivity the following year,indicators document lagged effects of environmental conditions,1,NA,15,,,,,,,,,,,,,,,,,
LW,Dwyer et al. 2010,2010,North America,USA,Canada,50.5141,-52.8904,Marine,Greenland halibut,Fish,flatfish,,Secondary Consumer,3.8,Generalist,Ectotherm,Elucidating,A,Referenced,prey abundance,Prey,Unspecified,NA,diet composition,Diet,Years,levels of main prey in the diet of Greenland halibut correlated well with fishery-independent surveys,halibut diet composition reflects the major changes in community structure,1,0.96,25,,,,,,,,,,,,,,,,,
LW,Bani et al 2006,2006,Europe,Italy,Lombardy,45,9,Terrestrial,short toed treecreeper,Bird,Passeriformes,Forest Birds,Omnivore,0.008,Generalist,Endotherm,Elucidating,B,Quantified,Unspecified,NA,patch isolation,Terrestrial Habitat,abundance,Population,Years,abundance is positively correlated with forest patch isolation,indicator distribution and abundance serve as a reliable substitute measure of the status of habitat characteristics,1,0.152,7,,,,,,,,,,,,,,,,,
LW,Bani et al 2006,2006,Europe,Italy,Lombardy,45,9,Terrestrial,nuthatch,Bird,Passeriformes,Forest Birds,Omnivore,0.02,Generalist,Endotherm,Elucidating,B,Quantified,Unspecified,NA,patch isolation,Terrestrial Habitat,abundance,Population,Years,abundance is positively correlated with forest patch isolation,indicator distribution and abundance serve as a reliable substitute measure of the status of habitat characteristics,1,0.147,7,,,,,,,,,,,,,,,,,
LW,Bani et al 2006,2006,Europe,Italy,Lombardy,45,9,Terrestrial,marsh tit,Bird,Passeriformes,Forest Birds,Omnivore,0.01,Generalist,Endotherm,Elucidating,B,Quantified,Unspecified,NA,patch isolation,Terrestrial Habitat,abundance,Population,Years,abundance is positively correlated with forest patch isolation,indicator distribution and abundance serve as a reliable substitute measure of the status of habitat characteristics,1,0.242,7,,,,,,,,,,,,,,,,,
LW,Bani et al 2006,2006,Europe,Italy,Lombardy,45,9,Terrestrial,short toed treecreeper,Bird,Passeriformes,Forest Birds,Omnivore,0.008,Generalist,Endotherm,Elucidating,B,Quantified,Unspecified,NA,patch size,Terrestrial Habitat,abundance,Population,Years,higher abundance in forest patches > 1000 ha,indicator distribution and abundance serve as a reliable substitute measure of the status of habitat characteristics,1,NA,7,,,,,,,,,,,,,,,,,
LW,Bani et al 2006,2006,Europe,Italy,Lombardy,45,9,Terrestrial,nuthatch,Bird,Passeriformes,Forest Birds,Omnivore,0.02,Generalist,Endotherm,Elucidating,B,Quantified,Unspecified,NA,patch size,Terrestrial Habitat,abundance,Population,Years,higher abundance in forest patches > 1000 ha,indicator distribution and abundance serve as a reliable substitute measure of the status of habitat characteristics,1,NA,7,,,,,,,,,,,,,,,,,
LW,Bani et al 2006,2006,Europe,Italy,Lombardy,45,9,Terrestrial,marsh tit,Bird,Passeriformes,Forest Birds,Omnivore,0.01,Generalist,Endotherm,Elucidating,B,Quantified,Unspecified,NA,patch size,Terrestrial Habitat,abundance,Population,Years,higher abundance in forest patches > 1000 ha,indicator distribution and abundance serve as a reliable substitute measure of the status of habitat characteristics,1,NA,7,,,,,,,,,,,,,,,,,
LW,Bani et al 2006,2006,Europe,Italy,Lombardy,45,9,Terrestrial,short toed treecreeper,Bird,Passeriformes,Forest Birds,Omnivore,0.008,Generalist,Endotherm,Elucidating,B,Quantified,Unspecified,NA,edge effect,Terrestrial Habitat,abundance,Population,Years,higher abundance in core habitat areas,indicator distribution and abundance serve as a reliable substitute measure of the status of habitat characteristics,1,NA,7,,,,,,,,,,,,,,,,,
LW,Bani et al 2006,2006,Europe,Italy,Lombardy,45,9,Terrestrial,nuthatch,Bird,Passeriformes,Forest Birds,Omnivore,0.02,Generalist,Endotherm,Elucidating,B,Quantified,Unspecified,NA,edge effect,Terrestrial Habitat,abundance,Population,Years,higher abundance in core habitat areas,indicator distribution and abundance serve as a reliable substitute measure of the status of habitat characteristics,1,NA,7,,,,,,,,,,,,,,,,,
LW,Bani et al 2006,2006,Europe,Italy,Lombardy,45,9,Terrestrial,marsh tit,Bird,Passeriformes,Forest Birds,Omnivore,0.01,Generalist,Endotherm,Elucidating,B,Quantified,Unspecified,NA,edge effect,Terrestrial Habitat,abundance,Population,Years,higher abundance in core habitat areas,indicator distribution and abundance serve as a reliable substitute measure of the status of habitat characteristics,1,NA,7,,,,,,,,,,,,,,,,,
LW,Rodriguez-Estrella et al. 2019,2019,North America,Mexico,Baja California Sur,26.1037,-111.924,Terrestrial,Buteo jamaicencis,Bird,Accipitridae,Raptors,Secondary Consumer,1.1,Generalist,Endotherm,Elucidating,A,NA,presence of other birds,Co-occurring,Unspecified,NA,presence,Space-Use,Spatial,B. jamaicencis was significantly associated with non-raptor birds,"Not - In general, most comparisons between individual raptor species and other taxonomic groups failed to show any consistent concordance and correlation in our desert study area; correlation of species richness between pairs of taxa is highly variable",0,0.074,416,,,,,,,,,,,,,,,,,
LW,Rodriguez-Estrella et al. 2019,2019,North America,Mexico,Baja California Sur,26.1037,-111.924,Terrestrial,Falco sparverius,Bird,Falconidae,Raptors,Secondary Consumer,0.11,Generalist,Endotherm,Elucidating,A,NA,presence of other birds,Co-occurring,Unspecified,NA,presence,Space-Use,Spatial,F.  sparverius was significantly associated with non-raptor birds,"Not - In general, most comparisons between individual raptor species and other taxonomic groups failed to show any consistent concordance and correlation in our desert study area; correlation of species richness between pairs of taxa is highly variable",0,0.144,416,,,,,,,,,,,,,,,,,
LW,Rodriguez-Estrella et al. 2019,2019,North America,Mexico,Baja California Sur,26.1037,-111.924,Terrestrial,Parabuteo unicinctus,Bird,"	Accipitridae",Raptors,Secondary Consumer,0.85,Generalist,Endotherm,Elucidating,A,NA,presence of other birds,Co-occurring,Unspecified,NA,presence,Space-Use,Spatial,P. unicinctus was significantly associated with non-raptor birds,"Not - In general, most comparisons between individual raptor species and other taxonomic groups failed to show any consistent concordance and correlation in our desert study area; correlation of species richness between pairs of taxa is highly variable",0,0.065,416,,,,,,,,,,,,,,,,,
LW,Rodriguez-Estrella et al. 2019,2019,North America,Mexico,Baja California Sur,26.1037,-111.924,Terrestrial,Caracara cheriway,Bird,"	Falconidae",Raptors,Secondary Consumer,1.1,Generalist,Endotherm,Elucidating,A,NA,presence of other birds,Co-occurring,Unspecified,NA,presence,Space-Use,Spatial,C. cheriway was significantly associated with non-raptor birds,"Not - In general, most comparisons between individual raptor species and other taxonomic groups failed to show any consistent concordance and correlation in our desert study area; correlation of species richness between pairs of taxa is highly variable",0,0.329,416,,,,,,,,,,,,,,,,,
LW,Rodriguez-Estrella et al. 2019,2019,North America,Mexico,Baja California Sur,26.1037,-111.924,Terrestrial,Caracara cheriway,Bird,"	Falconidae",Raptors,Secondary Consumer,1.1,Generalist,Endotherm,Elucidating,B,NA,Unspecified,NA,presence of vascular plants,Terrestrial Habitat,presence,Space-Use,Spatial,C. cheriway was significantly associated with vegetation,"Not - In general, most comparisons between individual raptor species and other taxonomic groups failed to show any consistent concordance and correlation in our desert study area; correlation of species richness between pairs of taxa is highly variable",0,0.22,416,,,,,,,,,,,,,,,,,
LW,Rodriguez-Estrella et al. 2019,2019,North America,Mexico,Baja California Sur,26.1037,-111.924,Terrestrial,Buteo jamaicencis,Bird,Accipitridae,Raptors,Secondary Consumer,1.1,Generalist,Endotherm,Elucidating,A,NA,presence of rodents,Prey,Unspecified,NA,presence,Space-Use,Spatial,B. jamaicencis was significantly associated with rodents,"Not - In general, most comparisons between individual raptor species and other taxonomic groups failed to show any consistent concordance and correlation in our desert study area; correlation of species richness between pairs of taxa is highly variable",0,0.057,416,,,,,,,,,,,,,,,,,
LW,Rodriguez-Estrella et al. 2019,2019,North America,Mexico,Baja California Sur,26.1037,-111.924,Terrestrial,raptors,Bird,Falconiformes,Raptors,Secondary Consumer,NA,Generalist,Endotherm,Elucidating,A,NA,presence of other birds,Co-occurring,Unspecified,NA,presence,Space-Use,Spatial,"Raptors, as a taxonomic group as a whole, were significantly associated with non-raptor birds","taxonimic groups perform better than single species as a predictor of the species richness of multiple taxonomic groups, but still not strong indicator",0,0.322,416,,,,,,,,,,,,,,,,,
LW,Rodriguez-Estrella et al. 2019,2019,North America,Mexico,Baja California Sur,26.1037,-111.924,Terrestrial,raptors,Bird,Falconiformes,Raptors,Secondary Consumer,NA,Generalist,Endotherm,Elucidating,B,NA,Unspecified,NA,presence of vascular plants,Terrestrial Habitat,presence,Space-Use,Spatial,"Raptors, as a taxonomic group as a whole, were significantly associated with vegetation","taxonimic groups perform better than single species as a predictor of the species richness of multiple taxonomic groups, but still not strong indicator",0,0.191,416,,,,,,,,,,,,,,,,,
LW,Rodriguez-Estrella et al. 2019,2019,North America,Mexico,Baja California Sur,26.1037,-111.924,Terrestrial,raptors,Bird,Falconiformes,Raptors,Secondary Consumer,NA,Generalist,Endotherm,Elucidating,A,NA,presence of rodents,Prey,Unspecified,NA,presence,Space-Use,Spatial,"Raptors, as a taxonomic group as a whole, were significantly associated with rodents","taxonimic groups perform better than single species as a predictor of the species richness of multiple taxonomic groups, but still not strong indicator",0,0.093,416,,,,,,,,,,,,,,,,,
LW,Reid et al. 2005,2005,Antarctica,Antarctica,Bird Island,-54.0064,-38.0457,Marine,Antarctic fur seal,Mammal,Otariidae,Pinnipeds,Secondary Consumer,96.5,Generalist,Endotherm,Elucidating,A,NA,krill abundance,Prey,Unspecified,NA,diet composition,Diet,Years,Relationship between krill abundance and frequency of fish in scat,diets of Antarctic fur seals and gentoo penguins are dominated by krill and krill-eating fish,0,0.424,11,,,,,,,,,,,,,,,,,
LW,Reid et al. 2005,2005,Antarctica,Antarctica,Bird Island,-54.0064,-38.0457,Marine,Antarctic fur seal,Mammal,Otariidae,Pinnipeds,Secondary Consumer,96.5,Generalist,Endotherm,Elucidating,A,NA,krill abundance,Prey,Unspecified,NA,Pup survival,Survival,Years,Relationship between krill abundance and proportion of pups surviving to end of pupping period,diets of Antarctic fur seals and gentoo penguins are dominated by krill and krill-eating fish,0,0.332,15,,,,,,,,,,,,,,,,,
LW,Reid et al. 2005,2005,Antarctica,Antarctica,Bird Island,-54.0064,-38.0457,Marine,Antarctic fur seal,Mammal,Otariidae,Pinnipeds,Secondary Consumer,96.5,Generalist,Endotherm,Elucidating,A,NA,krill abundance,Prey,Unspecified,NA,Foraging trip duration,Space-Use,Years,Relationship between krill abundance and mean of first six foraging trips during lactation,diets of Antarctic fur seals and gentoo penguins are dominated by krill and krill-eating fish,1,0.693,15,,,,,,,,,,,,,,,,,
LW,Reid et al. 2005,2005,Antarctica,Antarctica,Bird Island,-54.0064,-38.0457,Marine,Antarctic fur seal,Mammal,Otariidae,Pinnipeds,Secondary Consumer,96.5,Generalist,Endotherm,Elucidating,A,NA,krill abundance,Prey,Unspecified,NA,Male growth deviate,Morphometrics,Years,Relationship between krill abundance and  long-term anomaly of mean male pup mass,diets of Antarctic fur seals and gentoo penguins are dominated by krill and krill-eating fish,1,0.714,12,,,,,,,,,,,,,,,,,
LW,Reid et al. 2005,2005,Antarctica,Antarctica,Bird Island,-54.0064,-38.0457,Marine,Antarctic fur seal,Mammal,Otariidae,Pinnipeds,Secondary Consumer,96.5,Generalist,Endotherm,Elucidating,A,NA,krill abundance,Prey,Unspecified,NA,Female growth deviate,Morphometrics,Years,Relationship between krill abundance and  long-term anomaly of mean female pup mass,diets of Antarctic fur seals and gentoo penguins are dominated by krill and krill-eating fish,1,0.707,12,,,,,,,,,,,,,,,,,
